uid_adresse;cle_interop;commune_insee;commune_nom;commune_deleguee_insee;commune_deleguee_nom;voie_nom;lieudit_complement_nom;numero;suffixe;position;x;y;long;lat;cad_parcelles;source;date_der_maj;commune_nom_bre;commune_deleguee_nom_bre;voie_nom_bre;lieudit_complement_bre;certification_commune
@a:5e50401d-7852-4c92-baac-b78d87a6a3c3 @v:959fda5e-a76a-481f-970a-f1788ecb0e56 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0829_00025;35047;Bruz;;;Rue Eugène Guillevic;;25;;bâtiment;345695.53;6781063;-1.7566044999999995;48.03387830002152;350047000CM0193;Rennes Métropole;2019-05-17;Bruz;;Straed Eugène Gwilhevig;;1
@a:1741b3a0-991b-4c2c-a0d4-65d5192ef58c @v:959fda5e-a76a-481f-970a-f1788ecb0e56 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0829_00026;35047;Bruz;;;Rue Eugène Guillevic;;26;;bâtiment;345681.12;6781112;-1.7568373000000013;48.03431160002148;350047000CM0205;Rennes Métropole;2019-05-17;Bruz;;Straed Eugène Gwilhevig;;1
@a:6774011e-3bfb-40ea-9583-bfb6bb857b63 @v:959fda5e-a76a-481f-970a-f1788ecb0e56 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0829_00027;35047;Bruz;;;Rue Eugène Guillevic;;27;;bâtiment;345698.62;6781069;-1.7565680000000015;48.0339344000215;350047000CM0193;Rennes Métropole;2019-05-17;Bruz;;Straed Eugène Gwilhevig;;1
@a:5e737602-15cd-4370-8aed-c09527041e1c @v:959fda5e-a76a-481f-970a-f1788ecb0e56 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0829_00028;35047;Bruz;;;Rue Eugène Guillevic;;28;;bâtiment;345682.16;6781100.5;-1.756813770735852;48.034206274661585;350047000CM0205;Rennes Métropole;2019-05-17;Bruz;;Straed Eugène Gwilhevig;;1
@a:7a308ddf-0b92-4e72-b79b-24e0df878e33 @v:959fda5e-a76a-481f-970a-f1788ecb0e56 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0829_00028_a;35047;Bruz;;;Rue Eugène Guillevic;;28;A;bâtiment;345682.28;6781101;-1.7568126999999996;48.03421330002149;350047000CM0205;Rennes Métropole;2020-02-21;Bruz;;Straed Eugène Gwilhevig;;1
@a:c4a0124b-e575-4457-9572-e02a8ca23315 @v:959fda5e-a76a-481f-970a-f1788ecb0e56 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0829_00028_b;35047;Bruz;;;Rue Eugène Guillevic;;28;B;bâtiment;345679.56;6781112;-1.7568580999999994;48.03430990002149;350047000CM0205;Rennes Métropole;2020-02-21;Bruz;;Straed Eugène Gwilhevig;;1
@a:b21e0448-cd16-4b5a-94a2-0b178b58332f @v:959fda5e-a76a-481f-970a-f1788ecb0e56 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0829_00029;35047;Bruz;;;Rue Eugène Guillevic;;29;;bâtiment;345696.56;6781080;-1.7566045999999957;48.034030100021496;350047000CM0193;Rennes Métropole;2019-05-17;Bruz;;Straed Eugène Gwilhevig;;1
@a:7f635a0d-fa91-4bae-95a3-fae52b72d3ad @v:f402b1c4-df0c-4074-ab28-d6756cfe6693 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0830_00001;35047;Bruz;;;Rue René-Guy Cadou;;1;;parcelle;345661.22;6781078.5;-1.7570767780544736;48.0340006168452;350047000CM0173;Rennes Métropole;2021-03-15;Bruz;;Straed René-Guy Cadou;;1
@a:903045d8-c4dc-492c-985f-de46dc642d27 @v:f402b1c4-df0c-4074-ab28-d6756cfe6693 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0830_00002;35047;Bruz;;;Rue René-Guy Cadou;;2;;bâtiment;345655.97;6781093;-1.7571587395357713;48.03412826242135;350047000CM0176;Rennes Métropole;2021-03-15;Bruz;;Straed René-Guy Cadou;;1
@a:a1e014b2-e4bb-409a-94e1-f52635a6070e @v:f402b1c4-df0c-4074-ab28-d6756cfe6693 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0830_00003;35047;Bruz;;;Rue René-Guy Cadou;;3;;parcelle;345652.66;6781077.5;-1.7571905966268857;48.03398557789051;350047000CM0172;Rennes Métropole;2021-03-15;Bruz;;Straed René-Guy Cadou;;1
@a:86f5d526-3e2f-45f4-a001-ae1817dc8f5c @v:f402b1c4-df0c-4074-ab28-d6756cfe6693 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0830_00005;35047;Bruz;;;Rue René-Guy Cadou;;5;;parcelle;345647.28;6781076.5;-1.7572618551896428;48.033973039586485;350047000CM0171;Rennes Métropole;2021-03-15;Bruz;;Straed René-Guy Cadou;;1
@a:f978ae76-a9f0-4af6-ad74-fb147353a07a @v:f402b1c4-df0c-4074-ab28-d6756cfe6693 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0830_00007;35047;Bruz;;;Rue René-Guy Cadou;;7;;parcelle;345634.16;6781075;-1.7574363591088666;48.033954762951204;350047000CM0180;Rennes Métropole;2021-03-15;Bruz;;Straed René-Guy Cadou;;1
@a:c6f51e69-f2e3-4a2c-8da2-04206484304a @v:f402b1c4-df0c-4074-ab28-d6756cfe6693 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0830_00009;35047;Bruz;;;Rue René-Guy Cadou;;9;;parcelle;345636.75;6781090;-1.7574138603288854;48.034089479329786;350047000CM0179;Rennes Métropole;2021-03-15;Bruz;;Straed René-Guy Cadou;;1
@a:77ee8601-d3a2-4a1b-8e6d-da6661636011 @v:f402b1c4-df0c-4074-ab28-d6756cfe6693 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0830_00011;35047;Bruz;;;Rue René-Guy Cadou;;11;;parcelle;345642.7;6781114;-1.7573532083346453;48.03430615797679;350047000CM0178;Rennes Métropole;2021-03-15;Bruz;;Straed René-Guy Cadou;;1
@a:faae1315-f07e-42b3-8a6c-61c2afc94028 @v:f402b1c4-df0c-4074-ab28-d6756cfe6693 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0830_00013;35047;Bruz;;;Rue René-Guy Cadou;;13;;parcelle;345644.5;6781123.5;-1.7573370452027437;48.034393643186064;350047000CM0177;Rennes Métropole;2021-03-15;Bruz;;Straed René-Guy Cadou;;1
@a:5b69be44-ae60-4b67-b349-f10c2c465209 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00001;35047;Bruz;;;Rue Per-Jakez Hélias;;1;;parcelle;345853.38;6781188;-1.754591765287952;48.03508641694439;350047000CM0209;Rennes Métropole;2023-11-17;Bruz;;Straed Per-Jakez Helias;;1
@a:077c2ed4-792c-4f70-9713-24b1bdd5a6da @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00002;35047;Bruz;;;Rue Per-Jakez Hélias;;2;;parcelle;345874.97;6781207;-1.7543177259770073;48.03526947311411;350047000CM0210;Rennes Métropole;2023-11-17;Bruz;;Straed Per-Jakez Helias;;1
@a:a51de01b-1063-4fea-b60c-900534668a17 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00002_bis;35047;Bruz;;;Rue Per-Jakez Hélias;;2;bis;parcelle;345892.8;6781208;-1.7540797330331128;48.0352892433323;350047000CM0012;Rennes Métropole;2023-11-17;Bruz;;Straed Per-Jakez Helias;;1
@a:71914294-670f-4c01-9c7a-1cb2669bca66 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00003;35047;Bruz;;;Rue Per-Jakez Hélias;;3;;bâtiment;345830.34;6781185.5;-1.7548980632148063;48.03505227250973;350047000CM0292;Rennes Métropole;2016-02-10;Bruz;;Straed Per-Jakez Helias;;1
@a:70c33b17-5040-45e4-be15-9604b2979268 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00004;35047;Bruz;;;Rue Per-Jakez Hélias;;4;;parcelle;345864.22;6781201.5;-1.7544573900243348;48.03521386781127;350047000CM0211;Rennes Métropole;2023-11-17;Bruz;;Straed Per-Jakez Helias;;1
@a:338f7248-65d4-4df8-9f7d-2a240d8ed2f1 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00005;35047;Bruz;;;Rue Per-Jakez Hélias;;5;;bâtiment;345824.66;6781185;-1.7549739095353842;48.03504389461725;350047000CM0292;Rennes Métropole;2015-11-24;Bruz;;Straed Per-Jakez Helias;;1
@a:c5130dd3-534c-478f-a318-167ea2fbdbd4 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00006;35047;Bruz;;;Rue Per-Jakez Hélias;;6;;parcelle;345860.66;6781201;-1.7545046180388084;48.03520746300613;350047000CM0212;Rennes Métropole;2023-11-17;Bruz;;Straed Per-Jakez Helias;;1
@a:7e2e886b-8380-4300-b9f9-0a2ea1021810 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00007;35047;Bruz;;;Rue Per-Jakez Hélias;;7;;bâtiment;345817.56;6781184;-1.755067967650013;48.035029525826424;350047000CM0293;Rennes Métropole;2015-11-24;Bruz;;Straed Per-Jakez Helias;;1
@a:a5e27ecb-4a24-4c86-bc2c-bc2895a6c640 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00008;35047;Bruz;;;Rue Per-Jakez Hélias;;8;;parcelle;345821.53;6781196;-1.7550246183492535;48.0351423331343;350047000CM0213;Rennes Métropole;2016-02-23;Bruz;;Straed Per-Jakez Helias;;1
@a:0025ca70-8d98-4ff8-88f6-552036dfec5e @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00009;35047;Bruz;;;Rue Per-Jakez Hélias;;9;;bâtiment;345809.75;6781183.5;-1.7551720448964236;48.03502207277321;350047000CM0294;Rennes Métropole;2015-11-24;Bruz;;Straed Per-Jakez Helias;;1
@a:b29f00b6-1952-4d71-96da-8d24452c91e8 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00010;35047;Bruz;;;Rue Per-Jakez Hélias;;10;;parcelle;345817.28;6781195.5;-1.7550810284183074;48.035134658355524;350047000CM0214;Rennes Métropole;2014-02-24;Bruz;;Straed Per-Jakez Helias;;1
@a:f991fbd5-b4bc-44da-82f3-4055dc9fc09f @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00011;35047;Bruz;;;Rue Per-Jakez Hélias;;11;;bâtiment;345800.9;6781182.5;-1.7552896612810556;48.03500882318448;350047000CM0295;Rennes Métropole;2015-11-24;Bruz;;Straed Per-Jakez Helias;;1
@a:3acfcba2-4a02-444e-9917-5b8c66054f82 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00012;35047;Bruz;;;Rue Per-Jakez Hélias;;12;;parcelle;345799.22;6781193.5;-1.7553214643061754;48.03510601620276;350047000CM0215;Rennes Métropole;2014-02-24;Bruz;;Straed Per-Jakez Helias;;1
@a:108056d1-b715-499c-9717-d2c058e18a28 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00013;35047;Bruz;;;Rue Per-Jakez Hélias;;13;;bâtiment;345791.72;6781181.5;-1.7554118541640924;48.03499433587752;350047000CM0296;Rennes Métropole;2015-11-24;Bruz;;Straed Per-Jakez Helias;;1
@a:12137934-51ba-44af-865b-102727b31da4 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00014;35047;Bruz;;;Rue Per-Jakez Hélias;;14;;parcelle;345795.34;6781193;-1.7553726621920855;48.03509944749896;350047000CM0216;Rennes Métropole;2014-02-24;Bruz;;Straed Per-Jakez Helias;;1
@a:937e9cab-e01a-4766-b370-007d501b3d51 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00015;35047;Bruz;;;Rue Per-Jakez Hélias;;15;;bâtiment;345781.5;6781180.5;-1.7555480650664;48.03497926777466;350047000CM0298|350047000CM0297;Rennes Métropole;2015-11-24;Bruz;;Straed Per-Jakez Helias;;1
@a:ea16f780-44d5-4fa9-9aeb-4eebe40cf72a @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00016;35047;Bruz;;;Rue Per-Jakez Hélias;;16;;parcelle;345777.38;6781191;-1.7556116950613683;48.035069973411105;350047000CM0217;Rennes Métropole;2014-02-24;Bruz;;Straed Per-Jakez Helias;;1
@a:fbbf065c-b18f-4f00-ab9a-a386f236081c @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00017;35047;Bruz;;;Rue Per-Jakez Hélias;;17;;bâtiment;345771.03;6781179;-1.755687008918835;48.03495989687965;350047000CM0299;Rennes Métropole;2016-02-10;Bruz;;Straed Per-Jakez Helias;;1
@a:a27739df-c1fb-4d17-9e3c-0c34c16884bf @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00018;35047;Bruz;;;Rue Per-Jakez Hélias;;18;;parcelle;345773.3;6781190;-1.7556653758170642;48.03506152196635;350047000CM0218;Rennes Métropole;2016-02-23;Bruz;;Straed Per-Jakez Helias;;1
@a:9a259b76-3cba-4723-8f8a-4117f58f41b8 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00019;35047;Bruz;;;Rue Per-Jakez Hélias;;19;;bâtiment;345742.66;6781176;-1.7560647783583418;48.03491911195137;350047000CM0207;Rennes Métropole;2016-02-10;Bruz;;Straed Per-Jakez Helias;;1
@a:a623b47d-0e5e-4c91-960a-2857c318a718 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00020;35047;Bruz;;;Rue Per-Jakez Hélias;;20;;bâtiment;345746.25;6781188;-1.7560260618585417;48.03502611818707;350047000CM0219;Rennes Métropole;2016-02-23;Bruz;;Straed Per-Jakez Helias;;1
@a:31b8fc53-e63c-4a32-ba0e-c78aba7d4d78 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00021;35047;Bruz;;;Rue Per-Jakez Hélias;;21;;bâtiment;345672.88;6781168;-1.7569929512464377;48.034810486182145;350047000CM0206;Rennes Métropole;2016-02-10;Bruz;;Straed Per-Jakez Helias;;1
@a:4dda5a4f-3758-4269-bd36-3fb512360d9a @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00022;35047;Bruz;;;Rue Per-Jakez Hélias;;22;;bâtiment;345742.1;6781187;-1.7560810662757356;48.03501761170835;350047000CM0284;Rennes Métropole;2016-02-10;Bruz;;Straed Per-Jakez Helias;;1
@a:56fb81ca-0a00-47a6-a561-e663ced9128f @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00024;35047;Bruz;;;Rue Per-Jakez Hélias;;24;;parcelle;345733.1;6781186;-1.7562010649946953;48.03500429222103;350047000CM0285;Rennes Métropole;2015-11-24;Bruz;;Straed Per-Jakez Helias;;1
@a:4784d9f2-05d9-4760-a2c6-56f07c77c78e @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00026;35047;Bruz;;;Rue Per-Jakez Hélias;;26;;parcelle;345720.88;6781185;-1.7563636784173775;48.03498670912296;350047000CM0286;Rennes Métropole;2016-02-10;Bruz;;Straed Per-Jakez Helias;;1
@a:7a68857d-283c-484a-bc48-e688d24fe3c9 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00028;35047;Bruz;;;Rue Per-Jakez Hélias;;28;;bâtiment;345690.84;6781181;-1.7567630590094374;48.034937340674375;350047000CM0287;Rennes Métropole;2018-12-24;Bruz;;Straed Per-Jakez Helias;;1
@a:3638d4e9-e3b4-4872-9731-3a33b7ecd50b @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00030;35047;Bruz;;;Rue Per-Jakez Hélias;;30;;bâtiment;345681.84;6781180.5;-1.7568826154547565;48.034925013823894;350047000CM0288;Rennes Métropole;2018-12-24;Bruz;;Straed Per-Jakez Helias;;1
@a:4c651958-bd61-40ec-83db-bdbef4e936f3 @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00032;35047;Bruz;;;Rue Per-Jakez Hélias;;32;;bâtiment;345674.84;6781179;-1.7569756016518319;48.034910100308714;350047000CM0289;Rennes Métropole;2018-12-24;Bruz;;Straed Per-Jakez Helias;;1
@a:0c838440-fc0e-4c8d-bf04-451594aab84b @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00034;35047;Bruz;;;Rue Per-Jakez Hélias;;34;;bâtiment;345668.9;6781178.5;-1.7570544662091376;48.034901148991445;350047000CM0290;Rennes Métropole;2015-11-24;Bruz;;Straed Per-Jakez Helias;;1
@a:86eee430-be34-42cf-8c72-fc058a11e9de @v:7ae6060d-15b7-44d5-9175-8a6f23ab4384 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0831_00036;35047;Bruz;;;Rue Per-Jakez Hélias;;36;;parcelle;345659.9;6781177.5;-1.7571742350336785;48.03488727838117;350047000CM0291;Rennes Métropole;2016-02-10;Bruz;;Straed Per-Jakez Helias;;1
@a:404d0da7-66d0-4c24-9a1b-853a97a1dbd3 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00001;35047;Bruz;;;Rue Max Jacob;;1;;parcelle;345854.56;6781275.5;-1.754646201117576;48.03587099197083;350047000CM0268|350047000CM0239;Rennes Métropole;2023-05-02;Bruz;;Straed Max jacob;;1
@a:f362e15b-60fd-4433-ad2d-4e9d9b95733a @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00002;35047;Bruz;;;Rue Max Jacob;;2;;parcelle;345874.53;6781290;-1.7543902116278804;48.036012375207626;350047000CM0269;Rennes Métropole;2023-05-02;Bruz;;Straed Max jacob;;1
@a:6447ae04-209d-4464-a872-c3ca2d918147 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00002_bis;35047;Bruz;;;Rue Max Jacob;;2;bis;parcelle;345886.03;6781278.5;-1.7542271304264003;48.03591719220862;350047000CM0282;Rennes Métropole;2023-05-02;Bruz;;Straed Max jacob;;1
@a:75302c36-1867-4741-9727-bcf9fa52f399 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00002_ter;35047;Bruz;;;Rue Max Jacob;;2;ter;parcelle;345878.28;6781277.5;-1.7543302184806477;48.03590195183238;350047000CM0282;Rennes Métropole;2023-05-02;Bruz;;Straed Max jacob;;1
@a:0e4643a6-54fe-4e4a-ad49-9ff8121a66a7 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00003;35047;Bruz;;;Rue Max Jacob;;3;;parcelle;345846.6;6781274;-1.7547520313330758;48.03585646669469;350047000CM0267|350047000CM0238;Rennes Métropole;2023-05-02;Bruz;;Straed Max jacob;;1
@a:142a5440-07f1-4028-80ec-19bcfec1ef20 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00004;35047;Bruz;;;Rue Max Jacob;;4;;parcelle;345863.47;6781288.5;-1.7545375019887688;48.035996311625794;350047000CM0270;Rennes Métropole;2023-05-02;Bruz;;Straed Max jacob;;1
@a:25ff2bf2-685e-4d8a-8c2a-11305b7b8b47 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00005;35047;Bruz;;;Rue Max Jacob;;5;;parcelle;345843.1;6781274;-1.7547983480892577;48.03585170176469;350047000CM0266|350047000CM0237;Rennes Métropole;2023-05-02;Bruz;;Straed Max jacob;;1
@a:884e6e10-6d5a-448d-b2ec-066b1c73fe57 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00006;35047;Bruz;;;Rue Max Jacob;;6;;parcelle;345860;6781288;-1.7545836896383302;48.03599012832929;350047000CM0271;Rennes Métropole;2023-05-02;Bruz;;Straed Max jacob;;1
@a:42deb1a1-3e06-4db4-8ac6-4ba7380b9471 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00007;35047;Bruz;;;Rue Max Jacob;;7;;parcelle;345813.88;6781271;-1.7551875477746826;48.035808536211235;350047000CM0235|350047000CM0265;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:dabf7cf4-bfb9-4a16-b617-cfe7a5e9902f @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00008;35047;Bruz;;;Rue Max Jacob;;8;;parcelle;345847.2;6781287;-1.7547540076724086;48.03597026319481;350047000CM0272;Rennes Métropole;2023-05-02;Bruz;;Straed Max jacob;;1
@a:4c164ca6-dfb1-441b-8e9a-7e76b0064afb @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00009;35047;Bruz;;;Rue Max Jacob;;9;;parcelle;345805.97;6781269.5;-1.755292494510199;48.035794224543785;350047000CM0234;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:17dc95d5-0559-4f68-baf4-42fcf2e3304e @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00010;35047;Bruz;;;Rue Max Jacob;;10;;parcelle;345818.44;6781283.5;-1.7551365958689173;48.03592452495613;350047000CM0273;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:4f473c88-bc6f-4083-b958-6b99879bca46 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00011;35047;Bruz;;;Rue Max Jacob;;11;;parcelle;345802.5;6781269;-1.7553385500227294;48.03578662350004;350047000CM0233;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:cd786150-77e6-475c-a69a-072ed76d66f0 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00012;35047;Bruz;;;Rue Max Jacob;;12;;parcelle;345814.47;6781283;-1.7551890040653966;48.035916659959305;350047000CM0274;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:de9fac32-dce3-4d71-a855-acd2820d6e07 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00013;35047;Bruz;;;Rue Max Jacob;;13;;parcelle;345790.16;6781268;-1.7555029075892206;48.035771274618824;350047000CM0232;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:7fe98391-ff80-4b50-a83f-b62f6af9b792 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00014;35047;Bruz;;;Rue Max Jacob;;14;;parcelle;345796.47;6781281;-1.7554287967675597;48.03588964660758;350047000CM0240|350047000CM0275;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:b4649e53-83c3-4932-9c65-72067b0d08c8 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00015;35047;Bruz;;;Rue Max Jacob;;15;;bâtiment;345786.38;6781267.5;-1.755553328655218;48.035764915564165;350047000CM0231;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:da1e9612-afc8-4a39-96a6-55f19b2843ac @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00016;35047;Bruz;;;Rue Max Jacob;;16;;parcelle;345792.66;6781280.5;-1.755479217958098;48.035883287585555;350047000CM0241|350047000CM0276;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:202f96a2-34fc-441f-8438-8d145933970e @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00017;35047;Bruz;;;Rue Max Jacob;;17;;parcelle;345766.9;6781266;-1.755812632609744;48.035742074698035;350047000CM0230;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:2b91985f-a509-4495-b8d0-486cd51587e7 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00018;35047;Bruz;;;Rue Max Jacob;;18;;parcelle;345766.6;6781277.5;-1.755826335742688;48.03584470965281;350047000CM0243;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:da50490a-e98d-42fc-8ec5-ec34deb337fa @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00019;35047;Bruz;;;Rue Max Jacob;;19;;parcelle;345761.22;6781265;-1.755888131713281;48.03572801989863;350047000CM0229;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
@a:4596efb9-b6f0-41b0-bd72-050a71c387a7 @v:a2361cf0-0762-4e7a-8f21-5212a39ab755 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0832_00020;35047;Bruz;;;Rue Max Jacob;;20;;parcelle;345759.62;6781277;-1.755918838401029;48.035833760512226;350047000CM0244;Rennes Métropole;2016-12-30;Bruz;;Straed Max jacob;;1
