uid_adresse;cle_interop;commune_insee;commune_nom;commune_deleguee_insee;commune_deleguee_nom;voie_nom;lieudit_complement_nom;numero;suffixe;position;x;y;long;lat;cad_parcelles;source;date_der_maj;commune_nom_bre;commune_deleguee_nom_bre;voie_nom_bre;lieudit_complement_bre;certification_commune
@a:a1e018c6-f1fe-441c-ac3a-7aebd0ab2a51 @v:78fb5079-c8a4-4fdd-93c4-3ff44bffd7c9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0297_00001;35047;Bruz;;;Square de la Fontaine;;1;;bâtiment;346945.3;6780542;-1.7394470651865694;48.02987592479903;350047000BE0031;Rennes Métropole;2021-03-15;Bruz;;Skwar ar Feunteun;;1
@a:629a554a-c2e1-413b-9f5a-8acd65d3be53 @v:78fb5079-c8a4-4fdd-93c4-3ff44bffd7c9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0297_00002;35047;Bruz;;;Square de la Fontaine;;2;;parcelle;346931;6780511;-1.7396139589790023;48.02958975235707;350047000BE0178;Rennes Métropole;2021-03-15;Bruz;;Skwar ar Feunteun;;1
@a:17f70ef8-a1ec-41b2-bb2e-b3b61205cbfd @v:78fb5079-c8a4-4fdd-93c4-3ff44bffd7c9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0297_00003;35047;Bruz;;;Square de la Fontaine;;3;;bâtiment;346915.3;6780503.5;-1.739818117019378;48.02951415424246;350047000BE0178;Rennes Métropole;2021-03-15;Bruz;;Skwar ar Feunteun;;1
@a:12cd10e0-92f3-478e-987d-2aeb66472310 @v:78fb5079-c8a4-4fdd-93c4-3ff44bffd7c9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0297_00004;35047;Bruz;;;Square de la Fontaine;;4;;bâtiment;346903.25;6780502.5;-1.739978788288257;48.0294977661982;350047000BE0177;Rennes Métropole;2021-03-15;Bruz;;Skwar ar Feunteun;;1
@a:63ce809f-25ed-48ba-914c-8fab767a8df2 @v:78fb5079-c8a4-4fdd-93c4-3ff44bffd7c9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0297_00005;35047;Bruz;;;Square de la Fontaine;;5;;parcelle;346874.2;6780522;-1.7403836049902142;48.029657818335956;350047000BE0176;Rennes Métropole;2021-03-15;Bruz;;Skwar ar Feunteun;;1
@a:93459fad-a89b-4c08-8bdb-b8345bf1c929 @v:78fb5079-c8a4-4fdd-93c4-3ff44bffd7c9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0297_00006;35047;Bruz;;;Square de la Fontaine;;6;;parcelle;346864.8;6780541;-1.740524172858682;48.02982036337478;350047000BE0176;Rennes Métropole;2021-03-15;Bruz;;Skwar ar Feunteun;;1
@a:7cee7c91-c31e-410a-b732-ca6eb90a62aa @v:78fb5079-c8a4-4fdd-93c4-3ff44bffd7c9 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0297_00007;35047;Bruz;;;Square de la Fontaine;;7;;parcelle;346847.7;6780528;-1.7407429793024398;48.02969378350412;350047000BE0176;Rennes Métropole;2021-03-15;Bruz;;Skwar ar Feunteun;;1
@a:74d17bc7-0b8c-4b09-aa41-2d7da453cf58 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00001;35047;Bruz;;;Rue François Le Guen;;1;;bâtiment;346957.66;6779879.5;-1.7387486958022762;48.023927777332176;350047000AS0373;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:9c683552-542e-42cb-8bf6-26ad743eb768 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00002;35047;Bruz;;;Rue François Le Guen;;2;;bâtiment;346960.38;6779897;-1.73872669261651;48.0240896804353;350047000AS0292;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:01d4d6a8-6363-4cd7-ab4b-7fdebc5d0771 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00003;35047;Bruz;;;Rue François Le Guen;;3;;bâtiment;346942.38;6779880;-1.7389535987601;48.023923607148234;350047000AS0372;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:ad5d7989-0538-492b-a478-7efd90a52b9e @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00004;35047;Bruz;;;Rue François Le Guen;;4;;bâtiment;346945.72;6779897.5;-1.7389230909248943;48.024086496742136;350047000AS0293;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:47bf8d9b-d75c-4a0a-a24f-266117fb350d @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00005;35047;Bruz;;;Rue François Le Guen;;5;;bâtiment;346923.8;6779878.5;-1.739201195970554;48.023902279739545;350047000AS0371;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:8a092d6c-9713-4b1d-9f8c-e8a7594b1fd0 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00006;35047;Bruz;;;Rue François Le Guen;;6;;bâtiment;346929.22;6779898;-1.7391446457343311;48.02408245427468;350047000AS0294;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:99ac9af8-7a06-48bb-850e-414474f53284 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00007;35047;Bruz;;;Rue François Le Guen;;7;;bâtiment;346912.3;6779879.5;-1.739356014884951;48.02390548350221;350047000AS0370;Rennes Métropole;2018-10-26;Bruz;;Straed François ar Gwenn;;1
@a:bcb4837a-7b2a-4169-a584-b79920814328 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00008;35047;Bruz;;;Rue François Le Guen;;8;;bâtiment;346916;6779898.5;-1.7393216486033516;48.02407743127881;350047000AS0295;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:59290573-9173-4649-be4c-d679d597db03 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00009;35047;Bruz;;;Rue François Le Guen;;9;;bâtiment;346899.72;6779879.5;-1.7395242479134727;48.02389735472349;350047000AS0369;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:7d04b374-af7d-4ac0-b150-b47aef410cb6 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00010;35047;Bruz;;;Rue François Le Guen;;10;;bâtiment;346898.66;6779898;-1.7395539501307966;48.024066086658905;350047000AS0296;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:7d142724-ad74-4f26-9c23-51aa5f8b429b @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00011;35047;Bruz;;;Rue François Le Guen;;11;;bâtiment;346883.38;6779879;-1.7397428324168092;48.023884255664036;350047000AS0368;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:e5fd9185-8b4d-4122-9ffa-61b5f70fdf45 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00012;35047;Bruz;;;Rue François Le Guen;;12;;bâtiment;346883.6;6779897.5;-1.7397549172221982;48.02405267244757;350047000AS0297;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:05efd6ec-bf3f-49a0-b44c-72a411d15b43 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00013;35047;Bruz;;;Rue François Le Guen;;13;;bâtiment;346869.97;6779877.5;-1.739921234892231;48.023866224618466;350047000AS0367;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:20598901-897f-48b4-b1b4-19d440b0968e @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00014;35047;Bruz;;;Rue François Le Guen;;14;;bâtiment;346867.22;6779896;-1.7399728227892588;48.0240270148676;350047000AS0298;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:bc643576-4d53-42e3-9501-cc7523ecfe0f @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00015;35047;Bruz;;;Rue François Le Guen;;15;;bâtiment;346853.44;6779875;-1.740140857099076;48.02383445639055;350047000AS0366;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:e0268efc-22ea-42ed-b69e-d8a07c9e0e59 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00016;35047;Bruz;;;Rue François Le Guen;;16;;bâtiment;346854.62;6779894;-1.7401402297470414;48.02400567893271;350047000AS0299;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:3eb9d572-5a83-4468-8abf-666ba1ea634e @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00017;35047;Bruz;;;Rue François Le Guen;;17;;bâtiment;346840.38;6779872.5;-1.7403133655241347;48.02380382876401;350047000AS0365;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:7e42efc0-cb96-4a84-91b7-d42a92738b9d @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00018;35047;Bruz;;;Rue François Le Guen;;18;;bâtiment;346837.03;6779891;-1.74037320923795;48.02396677136927;350047000AS0300;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:0ce50afe-b580-4520-8c45-20842aa898a9 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00019;35047;Bruz;;;Rue François Le Guen;;19;;bâtiment;346824.6;6779868.5;-1.7405216984202032;48.02375966502416;350047000AS0364;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:d60a5e7e-db2f-4528-9023-8ff30cb1dddc @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00020;35047;Bruz;;;Rue François Le Guen;;20;;bâtiment;346825.47;6779888;-1.740525609781994;48.02393671074121;350047000AS0301;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:2f962e44-d719-4d82-801a-e667205ede76 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00021;35047;Bruz;;;Rue François Le Guen;;21;;bâtiment;346812.75;6779865;-1.7406775414484208;48.02372268455236;350047000AS0363;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:d11d247e-9b02-4738-9377-56c5f6286f64 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00022;35047;Bruz;;;Rue François Le Guen;;22;;bâtiment;346813.9;6779885.5;-1.7406782072375095;48.02390613353069;350047000AS0302;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:370e1731-5369-49e1-ba4e-2ce27ae13315 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00023;35047;Bruz;;;Rue François Le Guen;;23;;bâtiment;346793.94;6779860;-1.7409251686892857;48.02366522651353;350047000AS0362;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:c5b92ba5-1866-4ea6-9544-2bd1c0be1025 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00023_bis;35047;Bruz;;;Rue François Le Guen;;23;bis;bâtiment;346780.94;6779848.5;-1.7410899295792228;48.023555072593794;350047000AS0391|350047000AS0962;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:fdb6bb1b-e05a-4edc-b980-b288b5ea3a6d @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00024;35047;Bruz;;;Rue François Le Guen;;24;;bâtiment;346784.25;6779879;-1.7410699900296231;48.023829326767355;350047000AS0303;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:a1a23d3c-20a8-46c0-b4ca-d07ec44820d8 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00025;35047;Bruz;;;Rue François Le Guen;;25;;bâtiment;346749.25;6779875.5;-1.7415361645713796;48.02378089159255;350047000AS0358;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:16e46f50-e49e-4aac-b3cd-4b76c2915730 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00026;35047;Bruz;;;Rue François Le Guen;;26;;bâtiment;346789.53;6779889.5;-1.7410080415416775;48.02392700847302;350047000AS0304;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:5c00f8b6-1acc-4b9c-b935-e79e0a3c2788 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00027;35047;Bruz;;;Rue François Le Guen;;27;;bâtiment;346749;6779885;-1.7415469787412605;48.023867150325486;350047000AS0357;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:795f02bd-7269-43b8-b108-dd34b67f89b8 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00028;35047;Bruz;;;Rue François Le Guen;;28;;bâtiment;346770.84;6779897;-1.7412641975363996;48.02398371012574;350047000AS0355;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:91ac73b4-1b70-44ef-a663-d132318791e1 @v:8625b1cf-486d-47d4-8377-b92acc2d3c44 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0300_00029;35047;Bruz;;;Rue François Le Guen;;29;;bâtiment;346759.88;6779896.5;-1.7414107741500464;48.02397561164318;350047000AS0356;Rennes Métropole;2021-03-15;Bruz;;Straed François ar Gwenn;;1
@a:fd387156-57dd-49df-99bb-b74965daec7b @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00001;35047;Bruz;;;Rue des Dorelles;;1;;bâtiment;347071.22;6780494;-1.7377226486821924;48.029512848235186;350047000BE0206;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:9a8f3cda-ce20-4984-8302-de1241165853 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00001_bis;35047;Bruz;;;Rue des Dorelles;;1;bis;parcelle;347074.7;6780506.5;-1.7376858283690175;48.029623548976964;350047000BE0062;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:95ddb4ba-f9d3-496b-986e-311a11c665ec @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00002;35047;Bruz;;;Rue des Dorelles;;2;;bâtiment;347094.03;6780491.5;-1.737414811967943;48.029500833739085;350047000BE0119;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:c3d1972f-a1b6-4333-a1f6-61894191dc8e @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00003;35047;Bruz;;;Rue des Dorelles;;3;;parcelle;347090;6780515.5;-1.7374882726624585;48.029714040344125;350047000BE0061;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:45800ce9-2d2a-4756-9ee8-b45b7003822d @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00004;35047;Bruz;;;Rue des Dorelles;;4;;bâtiment;347110.8;6780496.5;-1.7371942059862826;48.02955412644309;350047000BE0118;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:8606324f-9fa7-4333-b506-302062f5c3d7 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00005;35047;Bruz;;;Rue des Dorelles;;5;;parcelle;347101.3;6780519;-1.7373394618055338;48.02975090743739;350047000BE0060;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:d6da279d-8b96-483d-a76f-bca66f474296 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00006;35047;Bruz;;;Rue des Dorelles;;6;;bâtiment;347119.6;6780499;-1.7370787746008043;48.02958226341227;350047000BE0117;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:98f2b398-1c5b-4347-9067-e91717b2e730 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00007;35047;Bruz;;;Rue des Dorelles;;7;;parcelle;347129.7;6780528.5;-1.7369671461574896;48.02985315858801;350047000BE0059;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:32f809e6-ca81-4f61-ad88-8b283b59ae73 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00008;35047;Bruz;;;Rue des Dorelles;;8;;bâtiment;347132.94;6780503;-1.7369030015885896;48.02962438145022;350047000BE0116;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:f1918e12-8189-4a43-85ef-3a1f406d0d12 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00009;35047;Bruz;;;Rue des Dorelles;;9;;parcelle;347141.25;6780532;-1.7368149535113635;48.02988907775312;350047000BE0065;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:d38e95be-6c82-4e2a-9644-79ea0d748b49 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00010;35047;Bruz;;;Rue des Dorelles;;10;;parcelle;347153.84;6780509;-1.7366277921018871;48.029689661995285;350047000BE0114;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:8ccfd1e0-8baf-483d-8528-4f5cd07047e9 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00011;35047;Bruz;;;Rue des Dorelles;;11;;parcelle;347168;6780538;-1.7364619293799533;48.029959671924466;350047000BE0066;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:ce9ef6d8-92b5-4841-8355-1d027dd7da67 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00012;35047;Bruz;;;Rue des Dorelles;;12;;bâtiment;347165;6780512;-1.736480930543298;48.029725258931705;350047000BE0113;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:2df7685a-44a4-4eb4-995d-e3f21f826410 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00013;35047;Bruz;;;Rue des Dorelles;;13;;parcelle;347174.9;6780540.5;-1.7363707560240402;48.02998217452354;350047000BE0067;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:fb8b1408-2bc8-4a89-aae5-4c066a413923 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00014;35047;Bruz;;;Rue des Dorelles;;14;;bâtiment;347176.12;6780515.5;-1.7363348684542548;48.02975986298218;350047000BE0112;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:ef546a44-6ad3-423f-8e3c-fbdf093d4639 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00015;35047;Bruz;;;Rue des Dorelles;;15;;parcelle;347194.03;6780560.5;-1.7361313767686717;48.03017513538979;350047000BE0068;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:82ebc0b9-9fdd-435f-a28f-54b7d4d0f714 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00016;35047;Bruz;;;Rue des Dorelles;;16;;bâtiment;347200.47;6780537.5;-1.7360266805024376;48.02997297605037;350047000BE0105;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:454403cc-461b-4dd1-8716-d9cecccfeb0d @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00017;35047;Bruz;;;Rue des Dorelles;;17;;parcelle;347205.94;6780564;-1.735974699103387;48.03021318846172;350047000BE0069;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:15043383-f4dc-4b06-b140-1cc7f66c4f01 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00018;35047;Bruz;;;Rue des Dorelles;;18;;bâtiment;347206.12;6780539.5;-1.7359520251136926;48.02999053088645;350047000BE0104;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:b12af3da-a50d-46db-9b9b-c3f9b753335d @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00019;35047;Bruz;;;Rue des Dorelles;;19;;parcelle;347215.78;6780567;-1.735845021197726;48.03024434580102;350047000BE0070;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:5a5cc840-3012-46ec-92e8-242a27af174f @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00020;35047;Bruz;;;Rue des Dorelles;;20;;bâtiment;347224.97;6780545;-1.7357043013121705;48.030052341218926;350047000BE0103;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:468e6a92-68a8-40a1-aae0-eba861706340 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00022;35047;Bruz;;;Rue des Dorelles;;22;;parcelle;347237.7;6780548;-1.735536503676726;48.030085775464556;350047000BE0102;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:07c1e944-cecf-48b1-bc26-631ca3b8fca9 @v:9acec967-a5da-497e-a4b9-91cd782ac484 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0301_00024;35047;Bruz;;;Rue des Dorelles;;24;;parcelle;347254.62;6780537.5;-1.7353009525727978;48.02999834942813;350047000BE0101;Rennes Métropole;2021-03-15;Bruz;;Straed Les Dorelles;;1
@a:1e461de0-7479-4c0e-8b3d-746001967bec @v:c7c54215-83be-4ee2-aaf4-399e77bb4470 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0309_00001;35047;Bruz;;;Rue des Fresnais;;1;;parcelle;346898.94;6781062;-1.7404870173297495;48.03452158328664;350047000BO0136;Rennes Métropole;2017-12-06;Bruz;;Straed an Onneg;;1
@a:780a37f5-aa8b-4372-9aff-1951adc8760c @v:c7c54215-83be-4ee2-aaf4-399e77bb4470 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0309_00002;35047;Bruz;;;Rue des Fresnais;;2;;parcelle;346925.25;6781268.5;-1.7403004628084018;48.036388363618435;350047000BO0130;Rennes Métropole;2017-12-06;Bruz;;Straed an Onneg;;1
@a:911ade79-40fe-4c69-be26-4ec23137ef87 @v:c7c54215-83be-4ee2-aaf4-399e77bb4470 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0309_00003;35047;Bruz;;;Rue des Fresnais;;3;;parcelle;346901.38;6781125;-1.7405048202450897;48.0350859639873;350047000BO0135;Rennes Métropole;2017-12-06;Bruz;;Straed an Onneg;;1
@a:c01f751f-58a6-4029-bdb3-d783424f0aac @v:c7c54215-83be-4ee2-aaf4-399e77bb4470 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0309_00005;35047;Bruz;;;Rue des Fresnais;;5;;parcelle;346901.56;6781176;-1.7405433595777495;48.035544829039814;350047000BO0134;Rennes Métropole;2017-12-06;Bruz;;Straed an Onneg;;1
@a:c56d33d4-7140-4de0-a09b-c80006b596f2 @v:c7c54215-83be-4ee2-aaf4-399e77bb4470 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0309_00007;35047;Bruz;;;Rue des Fresnais;;7;;parcelle;346899.94;6781240;-1.7406164746163044;48.03611829715933;350047000BO0133;Rennes Métropole;2017-12-06;Bruz;;Straed an Onneg;;1
@a:b6afc6bb-b043-4685-ba21-0cc70360aa7e @v:c7c54215-83be-4ee2-aaf4-399e77bb4470 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0309_00008;35047;Bruz;;;Rue des Fresnais;;8;;bâtiment;346950.4;6781363.5;-1.7400398305688798;48.03725459273881;350047000BO0126;Rennes Métropole;2018-12-12;Bruz;;Straed an Onneg;;1
@a:425c74ac-1990-4fce-9701-7ed1ead481ae @v:c7c54215-83be-4ee2-aaf4-399e77bb4470 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0309_00009;35047;Bruz;;;Rue des Fresnais;;9;;bâtiment;346898.84;6781298.5;-1.740678408425669;48.036645925824004;350047000BO0132;Rennes Métropole;2018-12-12;Bruz;;Straed an Onneg;;1
@a:96c90bc8-9238-4085-a484-bacff2c4f076 @v:c7c54215-83be-4ee2-aaf4-399e77bb4470 @c:6359dd2e-be1c-49b5-afd6-b90f2cd48242;35047_0309_00010;35047;Bruz;;;Rue des Fresnais;;10;;parcelle;346934.12;6781432;-1.7403135724707917;48.03786450809572;350047000BO0160;Rennes Métropole;2019-10-17;Bruz;;Straed an Onneg;;1
